#FLD1,FLD2 - Fluid names as inputs for REFPROP,,,,,,,,,,,,,,
#z_1,z_2 - mole fractions, T - Absolute temperature in Kelvins, p - Pressure in megapascals (MPa), w - Speed of sound in meters per second (m.s^-1),,,,,,,,,,,
# Uc(w) - Combined expanded uncertainty (k=2) of the speed of sound as a percentage of the measured value,,,,,,,,,,,,,,,
#sigma_T, sigma_p, and sigma_w - Standard deviation of the temperature, pressure, and speed of sound for the duration of each measurement,,,,,,,,,,,
#N_temp - number of temperatures averaged, N_echos - number of speed of sound repetitions averaged,,,,,,,,,,,,,,
FLD1,FLD2,z_1 / mole frac.,z_2 / mole frac.,T / K,p / MPa,w / m/s,Uc(w) / %,sigma_T / K,sigma_p / MPa,sigma_w / m s^-1,N_temp,N_echo,bibkey,weight,p / Pa
R32,R1234ZEE,0.66665,0.33335,335.003,15.366,521.988,0.069,0.002,0.001,0.01,12,8,2022 row per 0,1,15366000
R32,R1234ZEE,0.66665,0.33335,340.006,17.977,530.025,0.065,0.002,0.001,0.005,15,11,2022 row per 0,1,17977000
R32,R1234ZEE,0.66665,0.33335,345.012,20.584,537.775,0.062,0.001,0.001,0.005,15,11,2022 row per 0,1,20584000
R32,R1234ZEE,0.66665,0.33335,314.989,2.491,448.619,0.124,0.001,0.001,0.011,12,8,2022 row per 0,1,2491000
R32,R1234ZEE,0.66665,0.33335,319.999,4.965,459.606,0.109,0.001,0.001,0.008,16,12,2022 row per 0,1,4965000
R32,R1234ZEE,0.66665,0.33335,325.005,7.438,469.801,0.098,0.002,0.001,0.013,12,8,2022 row per 0,1,7438000
R32,R1234ZEE,0.66665,0.33335,329.997,9.91,479.415,0.089,0.002,0.001,0.004,13,9,2022 row per 0,1,9910000
R32,R1234ZEE,0.66665,0.33335,335.003,12.382,488.427,0.082,0.003,0.001,0.012,9,5,2022 row per 0,1,12382000
R32,R1234ZEE,0.66665,0.33335,340.007,14.849,497.002,0.076,0.001,0.002,0.014,8,5,2022 row per 0,1,14849000
R32,R1234ZEE,0.66665,0.33335,345.012,17.317,505.244,0.071,0.003,0.001,0.006,16,12,2022 row per 0,1,17317000
R32,R1234ZEE,0.66665,0.33335,319.998,2.699,420.565,0.146,0.002,0,0.005,12,8,2022 row per 0,1,2699000
R32,R1234ZEE,0.66665,0.33335,325.005,5.001,431.946,0.126,0,0,0.002,7,5,2022 row per 0,1,5001000
R32,R1234ZEE,0.66665,0.33335,329.997,7.307,442.493,0.112,0.002,0,0.006,12,9,2022 row per 0,1,7307000
R32,R1234ZEE,0.66665,0.33335,335.001,9.605,452.126,0.101,0.002,0.001,0.017,14,10,2022 row per 0,1,9605000
R32,R1234ZEE,0.66665,0.33335,340.007,11.915,461.351,0.092,0.001,0.001,0.004,16,12,2022 row per 0,1,11915000
R32,R1234ZEE,0.66665,0.33335,345.012,14.226,470.15,0.085,0.001,0.001,0.005,8,5,2022 row per 0,1,14226000
R32,R1234ZEE,0.66665,0.33335,325.004,2.966,392.943,0.173,0.002,0,0.007,9,5,2022 row per 0,1,2966000
R32,R1234ZEE,0.66665,0.33335,329.997,5.102,404.776,0.148,0.001,0,0.011,12,8,2022 row per 0,1,5102000
R32,R1234ZEE,0.66665,0.33335,335.001,7.24,415.402,0.129,0.001,0.002,0.029,13,9,2022 row per 0,1,7240000
R32,R1234ZEE,0.66665,0.33335,340.006,9.388,425.417,0.115,0.002,0.001,0.007,13,8,2022 row per 0,1,9388000
R32,R1234ZEE,0.66665,0.33335,345.012,11.545,434.904,0.104,0.001,0,0.001,11,8,2022 row per 0,1,11545000
R32,R1234ZEE,0.66665,0.33335,329.996,3.294,365.893,0.207,0.001,0,0.005,8,5,2022 row per 0,1,3294000
R32,R1234ZEE,0.66665,0.33335,335,5.273,378.074,0.174,0.001,0,0.018,4,2,2022 row per 0,1,5273000
R32,R1234ZEE,0.66665,0.33335,340.005,7.261,389.129,0.15,0.003,0.001,0.015,8,5,2022 row per 0,1,7261000
R32,R1234ZEE,0.66665,0.33335,345.012,9.263,399.478,0.132,0,0.001,0.009,4,2,2022 row per 0,1,9263000
R32,R1234ZEE,0.66665,0.33335,334.999,3.479,333.733,0.264,0.001,0.001,0.033,7,4,2022 row per 0,1,3479000
R32,R1234ZEE,0.66665,0.33335,340.005,5.292,346.87,0.215,0.002,0,0.002,11,8,2022 row per 0,1,5292000
R32,R1234ZEE,0.66665,0.33335,345.011,7.122,358.707,0.182,0.002,0.001,0.019,8,5,2022 row per 0,1,7122000
R32,R1234ZEE,0.66665,0.33335,340.007,3.933,308.044,0.318,0.001,0,0,2,1,2022 row per 0,1,3933000
R32,R1234ZEE,0.66665,0.33335,345.012,5.597,321.813,0.255,0.001,0,0.258,4,2,2022 row per 0,1,5597000
R125,R1234YF,0.33351,0.66649,229.997,0.107,716.21,0.044,0.005,0,0.053,16,12,2022 row per 1,1,107000
R125,R1234YF,0.33351,0.66649,235.006,0.744,697.538,0.045,0.001,0.001,0.007,16,12,2022 row per 1,1,744000
R125,R1234YF,0.33351,0.66649,240.002,0.803,675.153,0.047,0.001,0.001,0.03,16,12,2022 row per 1,1,803000
R125,R1234YF,0.33351,0.66649,245.002,0.818,652.496,0.049,0.002,0.001,0.043,16,12,2022 row per 1,1,818000
R125,R1234YF,0.33351,0.66649,250.004,0.825,629.836,0.052,0.001,0.001,0.05,16,12,2022 row per 1,1,825000
R125,R1234YF,0.33351,0.66649,254.994,0.836,607.262,0.055,0.002,0.001,0.022,16,12,2022 row per 1,1,836000
R125,R1234YF,0.33351,0.66649,259.986,0.849,584.745,0.059,0.001,0.001,0.004,15,11,2022 row per 1,1,849000
R125,R1234YF,0.33351,0.66649,269.992,4.667,575.51,0.058,0.003,0.001,0.009,16,12,2022 row per 1,1,4667000
R125,R1234YF,0.33351,0.66649,274.995,7.87,582.878,0.055,0.001,0.001,0.004,15,11,2022 row per 1,1,7870000
R125,R1234YF,0.33351,0.66649,279.999,11.062,590.021,0.053,0.001,0,0.002,16,12,2022 row per 1,1,11062000
R125,R1234YF,0.33351,0.66649,269.99,4.084,570.312,0.059,0.002,0.002,0.016,16,12,2022 row per 1,1,4084000
R125,R1234YF,0.33351,0.66649,274.995,7.259,577.715,0.057,0.003,0.002,0.014,16,12,2022 row per 1,1,7259000
R125,R1234YF,0.33351,0.66649,279.999,10.444,585.082,0.054,0.001,0.003,0.019,16,12,2022 row per 1,1,10444000
R125,R1234YF,0.33351,0.66649,284.999,13.619,592.255,0.052,0.002,0.001,0.005,16,12,2022 row per 1,1,13619000
R125,R1234YF,0.33351,0.66649,269.989,1.474,545.69,0.066,0.001,0.001,0.005,16,12,2022 row per 1,1,1474000
R125,R1234YF,0.33351,0.66649,274.993,4.529,553.429,0.062,0.001,0.002,0.01,16,12,2022 row per 1,1,4529000
R125,R1234YF,0.33351,0.66649,279.998,7.594,561.075,0.059,0.001,0.001,0.005,15,11,2022 row per 1,1,7594000
R125,R1234YF,0.33351,0.66649,285,10.71,568.958,0.056,0.001,0.003,0.029,16,12,2022 row per 1,1,10710000
R125,R1234YF,0.33351,0.66649,290.001,13.78,576.34,0.053,0.001,0.001,0.009,16,12,2022 row per 1,1,13780000
R125,R1234YF,0.33351,0.66649,274.992,1.591,524.375,0.071,0.003,0.001,0.01,16,12,2022 row per 1,1,1591000
R125,R1234YF,0.33351,0.66649,279.998,4.5,532.296,0.067,0.003,0.002,0.019,16,12,2022 row per 1,1,4500000
R125,R1234YF,0.33351,0.66649,284.999,7.424,540.146,0.063,0.002,0.001,0.007,9,6,2022 row per 1,1,7424000
R125,R1234YF,0.33351,0.66649,290.002,10.348,547.789,0.06,0.002,0.001,0.004,16,12,2022 row per 1,1,10348000
R125,R1234YF,0.33351,0.66649,294.996,13.264,555.222,0.057,0.003,0.001,0.009,16,12,2022 row per 1,1,13264000
R125,R1234YF,0.33351,0.66649,279.996,1.536,501.194,0.078,0.001,0.001,0.008,15,11,2022 row per 1,1,1536000
R125,R1234YF,0.33351,0.66649,284.998,4.294,509.336,0.073,0.001,0,0.003,14,10,2022 row per 1,1,4294000
R125,R1234YF,0.33351,0.66649,290,7.065,517.345,0.068,0.002,0.001,0.003,13,9,2022 row per 1,1,7065000
R125,R1234YF,0.33351,0.66649,294.997,9.839,525.159,0.064,0.001,0.001,0.005,16,12,2022 row per 1,1,9839000
R125,R1234YF,0.33351,0.66649,284.998,1.5,477.975,0.086,0.001,0.002,0.021,11,7,2022 row per 1,1,1500000
R125,R1234YF,0.33351,0.66649,290.001,4.115,486.385,0.08,0.001,0.001,0.007,16,12,2022 row per 1,1,4115000
R125,R1234YF,0.33351,0.66649,294.997,6.738,494.593,0.074,0,0.001,0.005,9,6,2022 row per 1,1,6738000
R125,R1234YF,0.33351,0.66649,299.998,9.369,502.586,0.07,0.001,0.001,0.011,16,12,2022 row per 1,1,9369000
R125,R1234YF,0.33351,0.66649,290,1.462,454.427,0.096,0,0,0.005,6,3,2022 row per 1,1,1462000
R125,R1234YF,0.33351,0.66649,294.996,3.941,463.24,0.088,0.001,0.001,0.006,16,12,2022 row per 1,1,3941000
R125,R1234YF,0.33351,0.66649,299.998,6.425,471.706,0.082,0.001,0.001,0.005,12,8,2022 row per 1,1,6425000
R125,R1234YF,0.33351,0.66649,304.997,8.914,479.883,0.076,0.001,0.001,0.013,15,11,2022 row per 1,1,8914000
R125,R1234YF,0.33351,0.66649,294.994,1.527,431.923,0.107,0.001,0,0.004,9,6,2022 row per 1,1,1527000
R125,R1234YF,0.33351,0.66649,299.996,3.868,440.96,0.098,0.001,0.001,0.004,16,12,2022 row per 1,1,3868000
R125,R1234YF,0.33351,0.66649,304.997,6.217,449.655,0.09,0.001,0,0.003,13,9,2022 row per 1,1,6217000
R125,R1234YF,0.33351,0.66649,309.999,8.573,458.023,0.083,0.001,0.001,0.007,13,9,2022 row per 1,1,8573000
R125,R1234YF,0.33351,0.66649,299.995,1.727,411.003,0.119,0.001,0.001,0.017,11,7,2022 row per 1,1,1727000
R125,R1234YF,0.33351,0.66649,304.996,3.942,420.326,0.108,0.002,0.001,0.009,16,12,2022 row per 1,1,3942000
R125,R1234YF,0.33351,0.66649,310,6.167,429.218,0.099,0.004,0.001,0.016,9,6,2022 row per 1,1,6167000
R125,R1234YF,0.33351,0.66649,314.993,8.391,437.711,0.091,0.003,0.001,0.014,14,10,2022 row per 1,1,8391000
R125,R1234YF,0.33351,0.66649,304.993,1.803,388.15,0.136,0.002,0,0.004,8,5,2022 row per 1,1,1803000
R125,R1234YF,0.33351,0.66649,309.997,3.882,397.706,0.122,0.001,0.001,0.008,13,9,2022 row per 1,1,3882000
R125,R1234YF,0.33351,0.66649,314.994,5.967,406.775,0.111,0.002,0.001,0.011,13,9,2022 row per 1,1,5967000
R125,R1234YF,0.33351,0.66649,320.004,8.057,415.383,0.102,0.002,0.004,0.039,10,7,2022 row per 1,1,8057000
R125,R1234YF,0.33351,0.66649,309.997,2.071,367.739,0.153,0.002,0,0.002,9,6,2022 row per 1,1,2071000
R125,R1234YF,0.33351,0.66649,314.991,4.03,378.006,0.137,0.003,0,0.001,6,4,2022 row per 1,1,4030000
R125,R1234YF,0.33351,0.66649,320.004,6.003,387.265,0.124,0.005,0.001,0.012,7,4,2022 row per 1,1,6003000
R125,R1234YF,0.33351,0.66649,325.009,7.977,396.01,0.113,0.005,0,0.006,16,12,2022 row per 1,1,7977000
R125,R1234YF,0.33351,0.66649,314.991,2.342,348.441,0.173,0.001,0,0.003,5,3,2022 row per 1,1,2342000
R125,R1234YF,0.33351,0.66649,320.002,4.183,357.968,0.154,0.004,0.001,0.149,13,9,2022 row per 1,1,4183000
R125,R1234YF,0.33351,0.66649,325.007,6.033,367.698,0.138,0.001,0.001,0.01,6,4,2022 row per 1,1,6033000
R125,R1234YF,0.33351,0.66649,330,7.883,376.477,0.125,0.002,0,0.005,9,6,2022 row per 1,1,7883000
R125,R1234YF,0.33351,0.66649,320.001,2.505,326.328,0.202,0.001,0,0.004,4,2,2022 row per 1,1,2505000
R125,R1234YF,0.33351,0.66649,325.008,4.201,336.07,0.178,0.002,0.001,0.301,4,2,2022 row per 1,1,4201000
R125,R1234YF,0.33351,0.66649,330,5.91,345.155,0.159,0.001,0,0.001,3,2,2022 row per 1,1,5910000
R125,R1234YF,0.33351,0.66649,330,5.932,345.998,0.158,0.001,0.001,0.409,6,4,2022 row per 1,1,5932000
R125,R1234YF,0.33351,0.66649,335.004,7.64,354.504,0.142,0.001,0.001,0.012,9,6,2022 row per 1,1,7640000
R125,R1234YF,0.33351,0.66649,325.006,2.664,303.739,0.24,0.001,0,0.357,9,5,2022 row per 1,1,2664000
R125,R1234YF,0.33351,0.66649,325.006,2.663,303.598,0.24,0.001,0,0.371,8,5,2022 row per 1,1,2663000
R125,R1234YF,0.33351,0.66649,329.998,4.248,314.217,0.208,0.001,0,0.003,5,3,2022 row per 1,1,4248000
R125,R1234YF,0.33351,0.66649,335.004,5.836,323.611,0.184,0.002,0,0.181,7,4,2022 row per 1,1,5836000
R125,R1234YF,0.33351,0.66649,329.997,2.987,284.745,0.279,0.001,0.001,0.346,7,4,2022 row per 1,1,2987000
R125,R1234YF,0.33351,0.66649,335.003,4.461,295.325,0.239,0.001,0,0.23,4,2,2022 row per 1,1,4461000
R125,R1234YF,0.33351,0.66649,340.008,5.942,304.738,0.209,0.001,0,0,2,1,2022 row per 1,1,5942000
R125,R1234YF,0.33351,0.66649,345.012,7.446,314.032,0.184,0,0.001,0.183,9,6,2022 row per 1,1,7446000
R125,R1234YF,0.66643,0.33357,229.999,0.471,687.985,0.046,0.006,0,0.002,16,12,2022 row per 1,1,471000
R125,R1234YF,0.66643,0.33357,235.01,1.062,668.748,0.047,0.001,0.001,0.037,16,12,2022 row per 1,1,1062000
R125,R1234YF,0.66643,0.33357,240.003,1.077,645.732,0.049,0.001,0.001,0.131,16,12,2022 row per 1,1,1077000
R125,R1234YF,0.66643,0.33357,245.002,1.089,622.554,0.052,0.001,0.001,0.057,16,12,2022 row per 1,1,1089000
R125,R1234YF,0.66643,0.33357,250.004,1.12,599.62,0.055,0.001,0.001,0.027,16,12,2022 row per 1,1,1120000
R125,R1234YF,0.66643,0.33357,254.994,3.686,598.441,0.054,0.002,0.002,0.016,16,12,2022 row per 1,1,3686000
R125,R1234YF,0.66643,0.33357,259.986,7.231,605.382,0.052,0.001,0.001,0.011,16,12,2022 row per 1,1,7231000
R125,R1234YF,0.66643,0.33357,265.002,10.792,612.281,0.049,0.006,0.002,0.008,16,12,2022 row per 1,1,10792000
R125,R1234YF,0.66643,0.33357,269.992,14.364,619.268,0.048,0.002,0.002,0.007,16,12,2022 row per 1,1,14364000
R125,R1234YF,0.66643,0.33357,274.995,17.942,626.199,0.046,0.001,0.001,0.004,16,12,2022 row per 1,1,17942000
R125,R1234YF,0.66643,0.33357,279.999,21.515,633.017,0.044,0.001,0.001,0.008,16,12,2022 row per 1,1,21515000
R125,R1234YF,0.66643,0.33357,254.991,3.664,598.249,0.054,0.001,0.002,0.014,16,12,2022 row per 1,1,3664000
R125,R1234YF,0.66643,0.33357,254.991,1.737,582.052,0.058,0.002,0.003,0.023,16,12,2022 row per 1,1,1737000
R125,R1234YF,0.66643,0.33357,259.985,5.206,589.262,0.055,0.001,0.032,0.255,16,12,2022 row per 1,1,5206000
R125,R1234YF,0.66643,0.33357,269.991,12.115,603.109,0.05,0.002,0.002,0.01,16,12,2022 row per 1,1,12115000
R125,R1234YF,0.66643,0.33357,259.984,1.506,557.117,0.062,0.001,0.004,0.038,14,10,2022 row per 1,1,1506000
R125,R1234YF,0.66643,0.33357,259.984,1.44,556.516,0.063,0.001,0.002,0.015,16,12,2022 row per 1,1,1440000
R125,R1234YF,0.66643,0.33357,269.99,7.924,570.418,0.056,0.002,0.003,0.03,16,12,2022 row per 1,1,7924000
R125,R1234YF,0.66643,0.33357,274.995,11.247,577.886,0.053,0.001,0.001,0.007,16,12,2022 row per 1,1,11247000
R125,R1234YF,0.66643,0.33357,269.991,4.788,543.119,0.063,0.003,0.001,0.009,14,10,2022 row per 1,1,4788000
R125,R1234YF,0.66643,0.33357,274.995,7.953,550.802,0.059,0.003,0.001,0.011,16,12,2022 row per 1,1,7953000
R125,R1234YF,0.66643,0.33357,279.999,11.132,558.413,0.056,0.001,0.001,0.005,14,10,2022 row per 1,1,11132000
R125,R1234YF,0.66643,0.33357,269.99,1.601,511.976,0.073,0.002,0.001,0.01,13,9,2022 row per 1,1,1601000
R125,R1234YF,0.66643,0.33357,274.994,4.576,519.802,0.068,0.003,0.001,0.005,14,10,2022 row per 1,1,4576000
R125,R1234YF,0.66643,0.33357,279.999,7.586,527.728,0.064,0.001,0.001,0.006,16,12,2022 row per 1,1,7586000
R125,R1234YF,0.66643,0.33357,285.001,10.594,535.45,0.06,0.001,0.001,0.005,15,11,2022 row per 1,1,10594000
R125,R1234YF,0.66643,0.33357,274.993,1.601,488.694,0.08,0.002,0.001,0.011,15,11,2022 row per 1,1,1601000
R125,R1234YF,0.66643,0.33357,279.998,4.428,496.852,0.075,0.003,0,0.003,10,7,2022 row per 1,1,4428000
R125,R1234YF,0.66643,0.33357,285.001,7.269,504.893,0.069,0.001,0,0.002,16,12,2022 row per 1,1,7269000
R125,R1234YF,0.66643,0.33357,290.002,10.119,512.754,0.065,0.001,0.001,0.005,14,10,2022 row per 1,1,10119000
R125,R1234YF,0.66643,0.33357,279.997,1.521,464.282,0.089,0.003,0.001,0.012,15,11,2022 row per 1,1,1521000
R125,R1234YF,0.66643,0.33357,284.999,4.185,472.686,0.082,0.001,0.001,0.005,14,10,2022 row per 1,1,4185000
R125,R1234YF,0.66643,0.33357,290.002,6.863,480.905,0.076,0.002,0.001,0.008,16,12,2022 row per 1,1,6863000
R125,R1234YF,0.66643,0.33357,294.998,9.551,488.939,0.071,0.001,0,0.003,11,7,2022 row per 1,1,9551000
R125,R1234YF,0.66643,0.33357,284.998,1.626,441.776,0.099,0.002,0.001,0.013,15,11,2022 row per 1,1,1626000
R125,R1234YF,0.66643,0.33357,290.001,4.149,450.518,0.091,0.001,0.001,0.006,13,9,2022 row per 1,1,4149000
R125,R1234YF,0.66643,0.33357,294.997,6.686,459.011,0.084,0.002,0.001,0.014,16,12,2022 row per 1,1,6686000
R125,R1234YF,0.66643,0.33357,299.998,9.233,467.241,0.078,0.003,0,0.002,12,9,2022 row per 1,1,9233000
R125,R1234YF,0.66643,0.33357,290,1.51,416.012,0.114,0.002,0.001,0.008,15,11,2022 row per 1,1,1510000
R125,R1234YF,0.66643,0.33357,294.995,3.867,425.014,0.103,0.002,0.005,0.057,12,8,2022 row per 1,1,3867000
R125,R1234YF,0.66643,0.33357,299.999,6.24,433.687,0.095,0.003,0,0.003,15,11,2022 row per 1,1,6240000
R125,R1234YF,0.66643,0.33357,304.996,8.625,442.104,0.087,0.002,0.001,0.006,15,11,2022 row per 1,1,8625000
R125,R1234YF,0.66643,0.33357,294.995,1.476,390.66,0.131,0.002,0.001,0.019,13,9,2022 row per 1,1,1476000
R125,R1234YF,0.66643,0.33357,299.997,3.687,400.09,0.118,0.003,0.001,0.016,13,9,2022 row per 1,1,3687000
R125,R1234YF,0.66643,0.33357,304.995,5.916,409.147,0.107,0.003,0.001,0.003,14,10,2022 row per 1,1,5916000
R125,R1234YF,0.66643,0.33357,309.999,8.157,417.849,0.098,0.003,0,0.005,16,12,2022 row per 1,1,8157000
R125,R1234YF,0.66643,0.33357,299.997,1.466,364.796,0.154,0.002,0.002,0.02,9,6,2022 row per 1,1,1466000
R125,R1234YF,0.66643,0.33357,304.996,3.547,374.943,0.137,0.001,0.001,0.018,12,8,2022 row per 1,1,3547000
R125,R1234YF,0.66643,0.33357,309.999,5.634,384.417,0.123,0.002,0.001,0.013,13,9,2022 row per 1,1,5634000
R125,R1234YF,0.66643,0.33357,314.993,7.728,393.405,0.112,0.001,0.001,0.022,14,10,2022 row per 1,1,7728000
R125,R1234YF,0.66643,0.33357,320.003,9.825,401.913,0.102,0.001,0.001,0.012,12,8,2022 row per 1,1,9825000
R125,R1234YF,0.66643,0.33357,304.993,1.937,347.124,0.171,0.001,0.001,0.007,4,2,2022 row per 1,1,1937000
R125,R1234YF,0.66643,0.33357,309.997,3.889,357.221,0.152,0.003,0.001,0.007,10,6,2022 row per 1,1,3889000
R125,R1234YF,0.66643,0.33357,314.989,5.848,366.709,0.136,0.004,0.007,0.083,4,2,2022 row per 1,1,5848000
R125,R1234YF,0.66643,0.33357,320.003,7.793,375.307,0.123,0.002,0.001,0.02,13,9,2022 row per 1,1,7793000
R125,R1234YF,0.66643,0.33357,325.008,9.761,383.722,0.112,0.001,0.001,0.008,8,5,2022 row per 1,1,9761000
R125,R1234YF,0.66643,0.33357,309.995,1.979,321.207,0.207,0.003,0.001,0.025,6,3,2022 row per 1,1,1979000
R125,R1234YF,0.66643,0.33357,314.992,3.779,331.713,0.18,0.001,0.001,0.01,4,2,2022 row per 1,1,3779000
R125,R1234YF,0.66643,0.33357,320.003,5.598,341.519,0.16,0.001,0.001,0,2,1,2022 row per 1,1,5598000
R125,R1234YF,0.66643,0.33357,325.007,7.421,350.691,0.143,0.001,0.001,0.013,9,5,2022 row per 1,1,7421000
R125,R1234YF,0.66643,0.33357,314.991,2.245,299.27,0.245,0.001,0.001,0.009,4,2,2022 row per 1,1,2245000
R125,R1234YF,0.66643,0.33357,320.003,3.919,310.104,0.211,0.001,0,0,2,1,2022 row per 1,1,3919000
R125,R1234YF,0.66643,0.33357,325.008,5.605,319.711,0.184,0.002,0.001,0.012,4,2,2022 row per 1,1,5605000
R125,R1234YF,0.66643,0.33357,330.001,7.308,329.479,0.163,0.001,0.005,0.069,8,5,2022 row per 1,1,7308000
R1234YF,R152A,0.33342,0.66658,229.998,0.258,874.022,0.039,0.007,0,0.01,16,12,2022 row per 1,1,258000
R1234YF,R152A,0.33342,0.66658,235.012,0.616,852.439,0.039,0.002,0,0.111,16,12,2022 row per 1,1,616000
R1234YF,R152A,0.33342,0.66658,240.002,0.62,828.737,0.04,0.001,0.001,0.137,16,12,2022 row per 1,1,620000
R1234YF,R152A,0.33342,0.66658,245.003,0.629,805.024,0.041,0.001,0.001,0.05,16,12,2022 row per 1,1,629000
R1234YF,R152A,0.33342,0.66658,250.005,0.639,781.388,0.043,0.001,0.001,0.05,16,12,2022 row per 1,1,639000
R1234YF,R152A,0.33342,0.66658,254.994,0.648,757.803,0.044,0.001,0.001,0.035,16,12,2022 row per 1,1,648000
R1234YF,R152A,0.33342,0.66658,259.987,0.663,734.271,0.046,0.001,0.001,0.002,16,12,2022 row per 1,1,663000
R1234YF,R152A,0.33342,0.66658,269.991,3.305,709.636,0.048,0.002,0.002,0.011,16,12,2022 row per 1,1,3305000
R1234YF,R152A,0.33342,0.66658,269.991,3.29,709.455,0.048,0.003,0.001,0.011,16,12,2022 row per 1,1,3290000
R1234YF,R152A,0.33342,0.66658,274.995,6.843,716.193,0.047,0.003,0.001,0.008,16,12,2022 row per 1,1,6843000
R1234YF,R152A,0.33342,0.66658,279.999,10.5,723.651,0.045,0.002,0.011,0.096,16,12,2022 row per 1,1,10500000
R1234YF,R152A,0.33342,0.66658,285,14.099,730.667,0.044,0.001,0.003,0.025,16,12,2022 row per 1,1,14099000
R1234YF,R152A,0.33342,0.66658,269.99,1.083,690.611,0.05,0.003,0.002,0.017,16,12,2022 row per 1,1,1083000
R1234YF,R152A,0.33342,0.66658,274.993,4.553,697.561,0.049,0.003,0.003,0.025,16,12,2022 row per 1,1,4553000
R1234YF,R152A,0.33342,0.66658,279.998,8.034,704.542,0.047,0.001,0.001,0.01,16,12,2022 row per 1,1,8034000
R1234YF,R152A,0.33342,0.66658,285,11.524,711.55,0.046,0.001,0.001,0.007,16,12,2022 row per 1,1,11524000
R1234YF,R152A,0.33342,0.66658,274.992,1.087,667.006,0.053,0.001,0.005,0.051,16,12,2022 row per 1,1,1087000
R1234YF,R152A,0.33342,0.66658,279.997,4.427,674.273,0.051,0.001,0.002,0.013,16,12,2022 row per 1,1,4427000
R1234YF,R152A,0.33342,0.66658,284.999,7.776,681.551,0.05,0.001,0.001,0.008,16,12,2022 row per 1,1,7776000
R1234YF,R152A,0.33342,0.66658,290.002,11.132,688.792,0.048,0.001,0.001,0.007,16,12,2022 row per 1,1,11132000
R1234YF,R152A,0.33342,0.66658,279.997,1.131,643.604,0.057,0.001,0.002,0.017,16,12,2022 row per 1,1,1131000
R1234YF,R152A,0.33342,0.66658,284.999,4.339,651.207,0.054,0,0,0.002,16,12,2022 row per 1,1,4339000
R1234YF,R152A,0.33342,0.66658,290.002,7.563,658.797,0.052,0.001,0.004,0.038,16,12,2022 row per 1,1,7563000
R1234YF,R152A,0.33342,0.66658,294.998,10.784,666.263,0.05,0.001,0.001,0.012,16,12,2022 row per 1,1,10784000
R1234YF,R152A,0.33342,0.66658,284.998,1.054,618.934,0.061,0,0.001,0.01,16,12,2022 row per 1,1,1054000
R1234YF,R152A,0.33342,0.66658,290.001,4.12,626.788,0.058,0.001,0.001,0.007,16,12,2022 row per 1,1,4120000
R1234YF,R152A,0.33342,0.66658,294.998,7.188,634.509,0.056,0.001,0.001,0.002,16,12,2022 row per 1,1,7188000
R1234YF,R152A,0.33342,0.66658,299.998,10.264,642.127,0.053,0.002,0,0.004,16,12,2022 row per 1,1,10264000
R1234YF,R152A,0.33342,0.66658,289.999,1.178,596.185,0.065,0.001,0.001,0.007,16,12,2022 row per 1,1,1178000
R1234YF,R152A,0.33342,0.66658,294.996,4.113,604.323,0.062,0.002,0.001,0.004,9,6,2022 row per 1,1,4113000
R1234YF,R152A,0.33342,0.66658,299.998,7.056,612.293,0.059,0.001,0.003,0.02,16,12,2022 row per 1,1,7056000
R1234YF,R152A,0.33342,0.66658,304.996,9.987,619.958,0.057,0.001,0.001,0.005,16,12,2022 row per 1,1,9987000
R1234YF,R152A,0.33342,0.66658,294.995,1.011,569.998,0.072,0.001,0.004,0.05,16,12,2022 row per 1,1,1011000
R1234YF,R152A,0.33342,0.66658,299.997,3.806,578.424,0.068,0.002,0.001,0.007,10,7,2022 row per 1,1,3806000
R1234YF,R152A,0.33342,0.66658,304.997,6.615,586.737,0.064,0.001,0.001,0.008,14,10,2022 row per 1,1,6615000
R1234YF,R152A,0.33342,0.66658,309.999,9.429,594.834,0.061,0.001,0.002,0.015,16,12,2022 row per 1,1,9429000
R1234YF,R152A,0.33342,0.66658,299.996,1.209,547.743,0.078,0.001,0,0.002,16,12,2022 row per 1,1,1209000
R1234YF,R152A,0.33342,0.66658,304.996,3.847,556.1,0.073,0.002,0.002,0.029,14,10,2022 row per 1,1,3847000
R1234YF,R152A,0.33342,0.66658,309.998,6.521,564.519,0.069,0.001,0.003,0.027,12,8,2022 row per 1,1,6521000
R1234YF,R152A,0.33342,0.66658,314.993,9.198,572.718,0.065,0.001,0.001,0.007,16,12,2022 row per 1,1,9198000
R1234YF,R152A,0.33342,0.66658,304.994,1.263,523.555,0.086,0.001,0.001,0.009,13,9,2022 row per 1,1,1263000
R1234YF,R152A,0.33342,0.66658,309.998,3.817,532.716,0.08,0.001,0.001,0.011,15,11,2022 row per 1,1,3817000
R1234YF,R152A,0.33342,0.66658,314.994,6.372,541.493,0.075,0.001,0.001,0.014,10,7,2022 row per 1,1,6372000
R1234YF,R152A,0.33342,0.66658,320.003,8.94,550.036,0.07,0.001,0.002,0.021,16,12,2022 row per 1,1,8940000
R1234YF,R152A,0.33342,0.66658,309.997,1.356,499.494,0.096,0.001,0.001,0.019,11,8,2022 row per 1,1,1356000
R1234YF,R152A,0.33342,0.66658,314.993,3.833,509.646,0.088,0.001,0.003,0.046,14,10,2022 row per 1,1,3833000
